"Index","JP","UK","US","Euro","Pac"
1986-11-28,4.76433938399728,3.17259841062494,2.69618845579007,5.62567634698546,3.14515455325652
1986-12-31,4.91822692865037,3.44675744518198,2.71364041024551,5.66587570158877,3.36570662315282
1987-01-30,5.4738109385992,3.67017624992004,3.20131317192196,5.60153487130151,3.77332947584884
1987-02-27,5.89661564558066,4.2838816777439,3.41680544867939,5.47552456944759,4.4262713095252
1987-03-31,6.70572930125476,4.45060803818836,3.55068368602117,5.97651198451415,5.20352952740476
1987-04-30,6.70935532647174,4.66546197846639,3.41509836209286,5.86966612016384,4.57882895503754
1987-05-29,7.43021863295727,4.66992610819413,3.5184796345862,6.01375989608897,4.69975513673332
1987-06-30,7.88036768753749,5.23444957252081,3.72609288347096,6.83015445180533,5.29064225638079
1987-07-31,8.1433703059858,5.17043326659976,4.08401902122677,7.19326449161351,6.0871938065113
1987-08-31,8.84232332836555,5.12273360852387,3.805270270071,7.33405918363978,6.59890409103864
1987-09-30,9.77753380067298,5.17071486568103,3.66882335369425,7.18441444734627,6.77866558192667
1987-10-30,8.7691947951949,3.84832518538512,2.62404573015735,5.91357992551787,4.31255049262332
1987-11-30,7.96967921402144,3.74449506973255,2.36181919649521,5.45829810108694,4.94119569166133
1987-12-31,7.71528908863088,4.51450979763212,2.49835932898358,5.2791361077098,4.67394352083831
1988-01-29,8.13965822599571,4.48073768632756,2.45477621623745,4.94184524913684,4.4038724928526
1988-02-29,8.52352206516378,4.45867378202222,2.47623075289492,5.03427789240727,4.61102249639317
1988-03-31,9.07699752394065,4.70389189046744,2.33001160567643,4.72132269124335,5.34172569430089
1988-04-29,9.29684635590901,4.33783352413599,2.1886801812933,4.57976866421667,4.8563254029492
1988-05-31,9.19994483043356,4.13406519891561,2.17948404607778,4.49644964667483,5.13596666364482
1988-06-30,9.16838567439463,4.00834081107342,2.17718037311661,4.43350110019212,4.962900884528
1988-07-29,10.1756787973169,4.24302020849224,2.25322326348742,4.36400083490485,4.67481575333388
1988-08-31,9.31105198167315,4.03940438713115,2.1490574960576,4.29980481978248,4.32923779750295
1988-09-30,9.25103679374831,4.0751930931217,2.20295368523598,4.43119944307064,4.28003218901186
1988-10-31,9.35245982253395,4.51233739936957,2.31910983036379,4.9024518639707,4.52586927588942
1988-11-30,10.1495285200231,4.26048201161545,2.19087748567111,4.99223332499925,4.23552417721432
1988-12-30,9.10234761367188,4.03848304578018,2.23005471072782,5.12381695650162,4.02324445858456
1989-01-31,9.15298654337241,4.24560405241755,2.23927253356519,4.78053749866087,4.09210376331563
1989-02-28,9.65028948196747,4.02368025192053,2.25563104265904,4.63621249153593,3.83046569656759
1989-03-31,8.45868251300585,4.03118048980795,2.31604575036418,4.57538754631169,3.86040009067471
1989-04-28,8.90424131723673,4.09945080775339,2.31695400359962,4.82054706064989,3.93074210064541
1989-05-31,9.71380832583811,4.3845612394703,2.54647987903601,4.92229077590378,4.21337868311525
1989-06-30,9.27320619433653,4.32755719301998,2.49909534648331,5.3480292321261,4.0920902925831
1989-07-31,11.0242505766485,5.16626640253723,2.86447819479703,5.90476937903793,4.38659370503956
1989-08-31,9.67685366253416,4.56150989829505,2.61694017742717,5.49271976202778,4.1716955357088
1989-09-29,10.8280035406051,4.64198524118767,2.5786597840994,5.71791346852862,4.39077063958364
1989-10-31,10.2316031530051,4.07964135990082,2.53293978191714,5.45090707705237,4.16494987583088
1989-11-30,10.2917654608433,4.11186846876841,2.60147335678494,5.87037767134242,4.19878805512747
1989-12-29,9.99113158940131,4.37296460013142,2.60403059000698,6.53600078516041,4.53400697928429
1990-01-31,9.79292695463181,4.264575605863,2.25173645437391,6.1818272283417,4.30713732460763
1990-02-28,8.99861609993188,4.34130565937758,2.18511318032873,6.27552939080588,4.3990650157009
1990-03-30,7.35502542478957,3.76700055945467,2.24291585959989,6.05644080945774,4.23844567500363
1990-04-30,7.30324466497879,3.45581836583817,2.21609741568279,5.84581771049471,4.13293328912656
1990-05-31,7.74261369528109,3.70377381977422,2.29812883073155,5.80256944342053,4.25760344525844
1990-06-29,7.36241949252007,4.00594650903319,2.28329929388874,5.68614104832037,4.37191857356192
1990-07-31,6.80976797461201,3.72573040775892,2.31506613556196,5.38383722588594,3.97291984541173
1990-08-31,5.43033291801746,3.20655121964745,2.10789204895611,4.4344392555841,3.75328132686487
1990-09-28,3.86771945977194,2.97592064561478,2.04535349192551,3.71169109605944,3.25096776221979
1990-10-31,5.32654233049416,2.89669567779252,1.97720758560742,3.52883424021112,3.00396243571049
1990-11-30,4.49270334484264,2.87893962167629,1.98914656904726,3.24269510765172,3.13184397512721
1990-12-31,4.42621605943556,2.98673935234999,1.97935632826156,2.92732665053598,3.04278533999863
1991-01-31,4.26751221614785,2.97710941599166,2.04971679915566,2.92563780823759,2.80239951837035
1991-02-28,4.26679153520279,3.00748536456617,2.02301784568694,2.7559851439048,3.03843793628633
1991-03-29,3.28627904895782,2.49340364822138,1.9218482182864,2.39448979222337,2.83009877151504
1991-04-30,3.18624539632486,2.29648845414457,1.96355941356815,2.1321738962526,2.73566488242897
1991-05-31,3.08098938488907,2.44948881504388,1.89915628408179,2.43792569169399,2.76186177307367
1991-06-28,2.56735454906469,2.05109417233378,1.76499671279616,2.1952437409942,2.74851541597033
1991-07-31,2.33116155036681,2.48414539070643,1.95166830939968,2.24873853646567,3.34215998983859
1991-08-30,1.98316326049614,2.48700978435383,1.86737759451929,2.02689167766097,2.97881671964766
1991-09-30,2.25573355781146,2.78702141647839,2.06406314354414,2.16484219237821,2.75829552603755
1991-10-31,2.50152870563464,2.70805032557463,2.00569184760348,2.11151884626068,2.68010515867373
1991-11-29,2.15581365433767,2.40956368875556,1.8654870065455,2.02375003946113,2.6468850381241
1991-12-31,2.18995691260047,2.53383394346574,2.13571220686074,2.10850504209919,2.54911877722404
1992-01-31,1.97512892457577,2.22845113658049,1.8357243464645,2.11727395107712,2.56041871591078
1992-02-28,1.82650305060986,2.02330819944998,1.84487873598926,2.11352582645877,2.50523830326876
1992-03-31,1.56761488452761,1.82397804844484,1.74969936050669,1.9714282003236,2.2128791671161
1992-04-30,1.39549071372603,1.91426725733123,1.79624517178981,1.9343907582266,2.36349865262617
1992-05-29,1.42630302063396,1.92323380886638,1.80540052895165,2.09938640655782,2.55416975692973
1992-06-30,1.32670723147804,1.78903378815603,1.67435373607976,1.96892396618075,2.45419316294138
1992-07-31,1.2628966083999,1.66059562004578,1.66652965320089,1.80638825590679,2.14397580161822
1992-08-31,1.29833414734262,1.75031162202922,1.56847952458214,1.75672390582639,1.94492474826421
1992-09-30,1.21846663040181,1.605957732929,1.60821603462932,1.72228537305953,1.77793995466206
1992-10-30,1.29880207655567,1.91907956256315,2.09092807269446,1.89651889915833,3.05070132178416
1992-11-30,1.23933266970322,2.00677247018884,2.34672112574,1.94224889020707,2.65050592271178
1992-12-31,1.13320422912289,1.74889864231151,2.24442423867131,1.92209756360451,2.56320062548239
1993-01-29,1.12511713382139,1.7476517192624,2.28805716376351,2.10294965060621,2.60037738915384
1993-02-26,1.08030926806578,1.73398737981052,2.23337732485037,2.00208686642725,2.80603519807093
1993-03-31,1.17057901268735,1.80673171338134,2.35077980036207,1.99917657444194,2.60103154019991
1993-04-30,1.35347848120873,1.78719382095122,2.29403039727365,2.01137747488642,2.67740807610057
1993-05-31,1.43356348427901,1.82435150181279,2.34450183157172,2.08053539918249,2.64239142284668
1993-06-30,1.35517429296714,1.87219288734983,2.31405668466308,2.08320222625697,2.63943632873817
1993-07-30,1.31265710454732,1.91143873766039,2.3619369254265,2.11994856126301,2.67664335575534
1993-08-31,1.46674913434088,2.22125585841968,2.56869184231739,2.39192713491764,2.83422170539915
1993-09-30,1.31064157322073,2.16723573910664,2.4803636793712,2.27076222682877,2.79172112999079
1993-10-29,1.23114776570869,2.04935843583502,2.43362735163069,2.13839058374062,3.02154423964889
1993-11-30,0.933942862179232,2.05700760986164,2.41752537912907,2.00307023327887,2.88873238794564
1993-12-31,1.00595225400801,2.30123391441454,2.39511029899855,2.11468622166295,3.43246655788335
1994-01-31,1.21763752382,2.16712794654419,2.43853825208242,2.27543202459156,3.12962022705318
1994-02-28,1.25166026812862,2.0482531985739,2.43953459048981,2.18890687815354,3.25167438155101
1994-03-31,1.25485458281861,1.90564567564146,2.25027047652939,2.18071599077099,2.97367984029356
1994-04-29,1.27207951430006,1.8656473972702,2.22601236672753,2.18677295502081,2.96153292789399
1994-05-31,1.36753437893027,1.89632262232344,2.18269467036658,2.15315084767857,3.19085245481581
1994-06-30,1.53878300879103,1.92300473885348,2.14765944291286,1.95657444815029,3.21892447054732
1994-07-29,1.30280218083251,1.80423790303229,1.95481704047693,1.94060465952199,3.15406175255041
1994-08-31,1.40707647378437,2.08601997116896,1.98330845581793,1.96184299526445,3.23147518128491
1994-09-30,1.26605718156125,1.97146551238546,1.92659733428563,1.83791296397849,3.07086261710284
1994-10-31,1.34037175779474,2.37586298766254,2.03603183512155,1.99536626844856,3.17382977986546
1994-11-30,1.2191845996465,2.15532726368971,1.91400152632766,1.81202250286714,2.88846553322448
1994-12-30,1.23089012336873,1.96327032911993,1.92170790584052,1.61830855361368,2.74545870514613
1995-01-31,1.17534499904902,1.92217725933869,2.1314363853157,1.61590655200036,2.49670546947939
1995-02-28,1.19138458205348,2.02469337983675,2.2148394974236,1.67031527045633,2.77338523126866
1995-03-31,1.50120287252806,2.02612339231368,2.17919157295845,1.6320528227223,2.84080767100737
1995-04-28,1.54762115928077,2.23537202602323,2.29742524240699,1.72525214589863,3.13030523239604
1995-05-31,1.23491318794074,2.01705792949379,2.18856916324601,1.69970151398279,2.92363590904172
1995-06-30,1.22145467183668,1.91650744050478,2.24154968028582,1.68528321915864,2.78801499092909
1995-07-31,1.32431654835266,2.04134517574104,2.31086676794306,1.74694792238983,2.77657015612146
1995-08-31,1.52246865035057,2.2653952560053,2.52350919151038,1.90448105877486,2.91441614464761
1995-09-29,1.79568616493532,2.62151419321089,2.7607983280524,2.20154160797624,3.20453331117821
1995-10-31,1.29644821620301,2.44060549775475,2.77770228779359,2.07086512356349,3.22792643684027
1995-11-30,1.6199130360333,2.34542674649019,2.71830848477221,2.10671177413054,3.25861628987268
1995-12-29,1.70764031577895,2.38927745650755,2.64554608133926,2.10862079607649,3.42164611033015
1996-01-31,1.7252237360054,2.31292924529196,2.68065044280319,2.04735434616163,3.42132534103135
1996-02-29,1.43236842738528,2.07727153003673,2.59826997105038,1.9481189202307,3.17278091125507
1996-03-29,1.58431179330704,2.23888428331517,2.55875640939276,2.08379633351152,3.05280052167502
1996-04-30,1.68928402166422,2.32964064103566,2.56641200850334,2.16946049075408,3.0456961667327
1996-05-31,1.61471923263984,2.41615000086423,2.56218480143575,2.08781523387387,2.99453834158256
1996-06-28,1.72812933092038,2.61268147271092,2.67221727757103,2.3004173018227,3.00362647008508
1996-07-31,1.58825550891072,2.36403474670297,2.45463410290817,2.14492057094812,2.7239015536974
1996-08-30,1.6385243343623,2.37401819318103,2.44814481271151,2.20203134661396,2.85652802227919
1996-09-30,1.49788903615088,2.32696682706727,2.58424805397414,2.19247852577162,2.91213230198589
1996-10-31,1.36830067170017,2.50909981181039,2.61288721039768,2.23072460147473,2.90108755242084
1996-11-29,1.47831032587738,2.85564571729598,2.94730390682279,2.35696252213111,3.02436728831776
1996-12-31,1.2980011569354,2.70580927594489,2.5541548524664,2.35696252213111,2.97785214847991
1997-01-31,1.20974766339046,2.62739173792079,2.76635256415821,2.38624733406174,2.80300368691705
1997-02-28,1.30805818284588,2.75191765370666,2.71467522495618,2.33052904655704,2.66914715463572
1997-03-31,1.41040014336193,2.94711830770316,2.63324876930168,2.48731139116747,2.59128811073044
1997-04-30,1.48860506884634,2.69999806587763,2.77902343615348,2.4572070271077,2.45575434814126
1997-05-30,1.56962705987491,2.71900851848229,2.87933023811467,2.40249423737306,2.28517921619017
1997-06-30,1.80782277739304,2.76767453319218,3.10733482936213,2.57265567600182,2.34663323893631
1997-07-31,1.79178092165878,3.00806814376827,3.20617886149284,2.75039215253189,2.43947444386211
1997-08-29,1.45599181128459,2.89242937229636,3.09080125492051,2.60224584375053,2.35306183762073
1997-09-30,1.37219372142648,3.2219693131648,3.21482431377579,3.03450809336333,2.51209502631704
1997-10-31,1.41405185795722,3.37086014213496,3.09001982272961,3.03675373842661,1.9594246122191
1997-11-28,1.2242855134368,3.44216744278793,3.11848287233449,3.1370991782473,1.99065211819878
1997-12-31,1.14204420344703,3.43172278527141,3.04271798233608,3.22623877864821,1.92365321428124
1998-01-30,1.37553791699994,3.73673371879059,2.98380565712837,3.16583028062873,1.69090261907795
1998-02-27,1.38806825561782,3.98982520956952,3.09731367568865,3.33871582680102,1.84979702751359
1998-03-31,1.10015547362723,3.69731816645035,3.19504153653597,3.71522861705168,1.79144323906873
1998-04-30,0.875150586663644,3.60420854351778,3.30497984859432,3.74976014220772,1.57521161227536
1998-05-29,0.807745988490272,3.48138255937207,3.24585212496863,3.83372670590166,1.30695189033523
1998-06-30,0.860267965478039,3.5085944883861,3.28729122723653,3.72839832077645,1.21543200223847
1998-07-31,0.785563012779695,3.33306330085261,3.22129955135026,3.77973027071582,1.1231929623391
1998-08-31,0.675550317242436,2.97941023490256,2.64059012923571,2.92085744957306,0.919587133837858
1998-09-30,0.665243625744104,2.87037148248773,2.76649557380176,2.8884002289401,0.983051992359095
1998-10-30,0.824078357391424,2.94958673110872,2.97630035276732,3.0214535277527,1.03657058220099
1998-11-30,1.05267749346975,3.12419040795526,3.24376786064487,3.26838135199204,1.24679767723773
1998-12-31,1.01311657043175,2.99065117049768,3.46393888379375,3.24077982047163,1.00958254788124
1999-01-29,0.814991586530798,2.88558261190338,3.40158264859261,3.08724697156805,1.02469002814682
1999-02-26,0.764706176376151,3.05305356030775,3.40331921314672,3.10748084828903,1.0792329604053
1999-03-31,0.915529500237327,3.34965059600547,3.68707712312316,3.11362393586102,1.22819653098394
1999-04-30,0.963886479506561,3.63589653017846,3.7228739883962,3.06277105209481,1.43941275081429
1999-05-31,0.860852557171588,3.68864017635825,3.6971432242584,3.05897030208187,1.35007179798704
1999-06-30,0.877250518052308,3.66831309016694,4.01529054086464,3.19452197771016,1.51070118757312
1999-07-30,1.01529832347162,3.58207289150776,3.92546389724818,3.13016015579829,1.41893095811573
1999-08-31,1.03930705992256,3.20381535311395,3.7328239894484,3.11814595974711,1.2918304291528
1999-09-30,1.12682204414784,3.28364746084184,3.61873357418116,3.2304121930533,1.2949608744577
1999-10-29,1.12302583935958,2.95389850739712,3.62606672144139,3.10233690883221,1.26686784690808
1999-11-30,1.26857653190726,3.19926240964578,3.91240473319809,3.18853080179998,1.35985889338975
1999-12-31,1.2137292524395,3.44391749509888,4.14851131774262,3.47882987479968,1.42313638331929
2000-01-31,1.34236066450728,3.25319255187035,3.93401048680458,3.17062712897955,1.40821913356978
2000-02-29,1.36746090131557,3.07634350136146,3.69224725035085,3.03876100795849,1.21581826762457
2000-03-31,1.44433711287358,3.22491867147157,3.93132655137163,3.05122832869056,1.21969802276657
2000-04-28,1.28402383317551,3.12325311814987,3.88883182205223,2.77776781959687,1.20738613155425
2000-05-31,1.43986286296117,2.89637729761896,3.50568110710728,2.75729890758373,1.09287312173909
2000-06-30,1.71357173383197,3.030913166177,3.31571145449309,2.76028153006218,1.27466718829831
2000-07-31,1.34264852086971,2.77158077782537,3.26006583401838,2.60454277681703,1.23336758039524
2000-08-31,1.40672285375286,2.81128356369296,3.54954313851895,2.69809280260594,1.24776535027809
2000-09-29,1.39503536657954,2.63958987572769,3.46902612819841,2.50151522324374,1.16721682933906
2000-10-31,1.42838814072473,2.62264309247886,3.44451004248676,2.56318390532229,1.15969776773083
2000-11-30,1.40663399211164,2.57888058432039,3.14511659653224,2.55115253162236,1.15728340735388
2000-12-29,1.23718384869143,2.7881979111663,3.31937517427732,2.80649875121437,1.18842558237816
2001-01-31,1.18246178453498,2.72044097529349,3.07651711208641,2.83931354041803,1.13806290065728
2001-02-28,1.21734266313483,2.69628790359807,3.05258000170254,2.64808677000475,1.12558389423893
2001-03-30,1.13774627691286,2.56222726302381,2.97522299512604,2.43747063303352,1.02823913251273
2001-04-30,1.21848547025871,2.67730483976575,3.14384953457337,2.510655935879,1.03623399407372
2001-05-31,1.28271770379897,2.62650950567796,3.0986933106684,2.39738954318469,1.03217278155549
2001-06-29,1.23973511792045,2.68909595997319,3.06007549772388,2.24398097042326,1.06892083923467
2001-07-31,1.22468025640399,2.59714726788053,3.1611982253843,2.41038279513314,1.0893865090347
2001-08-31,1.30084736824963,2.54601352639306,3.01936948112741,2.34002517693852,1.0273354873158
2001-09-28,1.1200972552952,2.30551884003637,2.63240283265101,1.92268141474635,0.857997772309629
2001-10-31,1.2062585826256,2.18319579142894,2.51924865065276,2.02636668641478,0.890746418246086
2001-11-30,1.18339398808983,2.12897531269543,2.50590442863927,2.05959840854482,0.912616104692738
2001-12-31,1.1685310926136,2.10122368397618,2.64694051491004,1.98090004885012,0.959261930310746
2002-01-31,1.21441347938471,2.15682529530601,2.51563598261565,1.92205379240721,1.03757900361407
2002-02-28,1.24707057945091,2.08228870753506,2.51663365700891,1.96994517611796,1.05164787145968
2002-03-29,1.35105739647583,2.19528272817337,2.73954303228905,2.01278237843415,1.10778643104096
2002-04-30,1.36090116621336,2.22039843128801,2.55074081996333,2.03319722280269,1.15424768701508
2002-05-31,1.34605497167285,2.10249745638402,2.47656860610067,2.02024817168766,1.13059871074207
2002-06-28,1.20829455996742,2.01152700435436,2.23716541098339,1.92701772919625,1.08004526693489
2002-07-31,1.22140329597718,1.75508649576005,1.93594061333032,1.70834772858222,1.02040176666178
2002-08-30,1.32571194189049,1.78574070714485,2.08956047428571,1.78500665370627,1.12922966261141
2002-09-30,1.36267782831089,1.55313449682008,1.80781529060921,1.428387926874,1.01900518311388
2002-10-31,1.25715857826448,1.68594911728292,1.92920114559118,1.58290612221723,1.27551807344038
2002-11-29,1.49122156153986,1.65479464030531,1.86206978798646,1.65815725939786,1.33437614487447
2002-12-31,1.66070101667842,1.5627217028335,1.83703199701254,1.59433337098353,1.36870901085492
2003-01-31,1.33750781426143,1.37635949657965,1.7858160042394,1.52553962115684,1.52349369978034
2003-02-28,1.34778349131328,1.29239436660333,1.65492552469545,1.38434394060192,1.3100567687723
2003-03-31,1.36649679949182,1.25241290540989,1.54995933453837,1.18621831644984,1.29710945500267
2003-04-30,1.44842686678726,1.37129619712197,1.62836491449632,1.32880368988895,1.3951157173219
2003-05-30,1.56730588606408,1.507974454169,1.74131225567798,1.3709715087251,1.68320995754368
2003-06-30,1.6482968808602,1.5280667855659,1.68501116657984,1.44496176937217,1.9193788494744
2003-07-31,1.65417705523897,1.57241250861733,1.71699219796,1.4514559795716,2.03896206267978
2003-08-29,2.07530885482916,1.65200335301921,2.02193447100367,1.74524383372674,2.5572363148771
2003-09-30,2.40548674614667,1.73918299608409,1.91817148139394,1.78093316905907,2.52348943860558
2003-10-31,2.11424925803588,1.77933563781426,1.84147956150943,1.76597148900143,2.23610588346794
2003-11-28,1.91776666266814,1.74573778299644,1.7789772935793,1.7701618161868,1.88422940360939
2003-12-31,2.05308764170354,1.76839023395413,1.73187706449652,1.77802774538296,2.08010299093569
2004-01-30,2.15036766693442,1.78392665732936,1.7145599916038,1.75579154104403,2.17680917480758
2004-02-27,2.19369404033597,1.90289087986486,1.79102317318671,1.83367587433278,2.28375399281886
2004-03-31,2.21533619960447,1.79372657190638,1.72408838305027,1.79207131173078,2.160336937468
2004-04-30,1.89019928952843,1.61791342404797,1.64238364511726,1.75413835261268,1.71174434950281
2004-05-31,1.98505233950477,1.71178269379009,1.6407507323661,1.81734400043927,1.75382780001302
2004-06-30,1.92857156851886,1.73939209207702,1.58499108487112,1.83475695625106,1.6721408863364
2004-07-30,1.66245804411977,1.64944086389469,1.58179553832904,1.77258882306792,1.74856907940576
2004-08-31,1.63369523821435,1.67487092894307,1.59655019609303,1.77959371863429,1.88787265869071
2004-09-30,1.51376831504205,1.80950518424917,1.7700221651353,1.86753667861501,1.99645195846029
2004-10-29,1.47999581351852,1.94159548250583,1.72894210525495,1.9614362137353,2.06245702270533
2004-11-30,1.50750189918603,1.99216466806653,1.78069184481554,2.12149289084966,2.20308375141777
2004-12-31,1.62212085698868,1.92250599021827,1.67688248719877,2.03752317679323,2.16193779967058
2005-01-31,1.60292885310723,2.09032901555255,1.73128947574372,2.18573487683397,2.36946682947406
2005-02-28,1.74045725690854,2.26949387669673,1.86968685236886,2.34249049363301,2.66672579124367
2005-03-31,1.50170241828684,2.10097899040165,1.70520228428666,2.22444301083294,2.58667100108904
2005-04-29,1.60738793284339,2.03363857543222,1.57707713440844,2.20820450726028,2.53291285850061
2005-05-31,1.53551349921698,2.11573274925744,1.72565081106491,2.19465321759878,2.77679641877885
2005-06-30,1.35827243250802,2.05252595616399,1.83328486205982,2.19767140473496,2.5255912399272
2005-07-29,1.61952111743731,2.04201365933345,1.89892631533153,2.29846998374032,2.63142887560079
2005-08-31,1.60488964489129,2.02976710807801,1.80534076507062,2.37863281613265,2.6013269835592
2005-09-30,1.73756397810679,2.0877604540231,1.84105507655278,2.58923054555763,2.84980214672685
2005-10-31,1.81383935821671,1.99210039014188,1.70838117868732,2.46284533179923,2.71642066645254
2005-11-30,1.74093946611082,2.04670862455384,1.86580757193747,2.46211939978946,2.7860448003632
2005-12-30,1.9825407435438,1.94953827137286,1.78741229580564,2.34212034711135,2.69916897865562
2006-01-31,2.14694856377142,2.17653930297107,1.9590712221357,2.4779220361897,2.83473522949274
2006-02-28,2.12700852178007,2.14751011350177,1.88225996073066,2.56562716928511,2.82340987899537
2006-03-31,2.22591870415074,2.32823669481243,1.94993414579044,2.97075558615666,3.13201801274448
2006-04-28,2.00178239751423,2.29712682307274,1.88075891543729,2.9081049153454,3.21901012265579
2006-05-31,1.90034004467074,2.23447583860929,1.79223954151261,2.86970617084734,2.99135414041389
2006-06-30,1.92536509875694,2.23293330104812,1.83132321046432,2.99909903858621,2.96600861935663
2006-07-31,2.0233312972613,2.33903230572525,1.84919247426224,2.96811481563277,3.06702096835822
2006-08-31,2.04380512805194,2.34154077363623,1.90849436057838,3.017271291286,3.1763016870562
