"Index","JP","UK","US","Euro","Pac"
1,0.2414,0.0725,0.49,0.066,0.1301
2,0.2498,0.0722,0.4862,0.0623,0.1295
3,0.2433,0.0873,0.4826,0.0613,0.1255
4,0.194,0.0906315789473684,0.515263157894737,0.0706315789473684,0.129473684210526
5,0.179578947368421,0.0938947368421053,0.521684210526316,0.072,0.132842105263158
6,0.181454583728029,0.0912535522576571,0.521103041785075,0.0704136406694032,0.135775181559836
7,0.179454794232186,0.0964109041153563,0.515840437848648,0.0698873802757604,0.13840648352805
8,0.177789473684211,0.0944210526315789,0.53021052631579,0.0631578947368421,0.134421052631579
9,0.165,0.0943,0.5256,0.0633,0.1518
10,0.1568,0.0888,0.5513,0.0551,0.148
11,0.146941164991707,0.090155137086545,0.590008781344521,0.0290760074153576,0.143818909161869
12,0.190719071907191,0.0873087308730873,0.57985798579858,0.023002300230023,0.119111911191119
13,0.2343,0.0307,0.5688,0.0485,0.1177
14,0.171817181718172,0.0283028302830283,0.602560256025603,0.0525052505250525,0.144814481448145
15,0.164734844599446,0.0258488050056416,0.631962252538722,0.0255410811365268,0.151913016719664
16,0.155512195121951,0.0721951219512195,0.600195121951219,0.0298536585365854,0.142243902439024
17,0.1104,0.0718,0.6151,0.0591,0.1436
18,0.1028,0.0763,0.6203,0.0557,0.1449
19,0.104,0.0811,0.6168,0.053,0.1451
20,0.1051,0.0785,0.6198,0.0527,0.1439
21,0.115882538680139,0.0283128091779813,0.644458478054942,0.057467634985791,0.153878539101147
22,0.149904761904762,0.0718095238095238,0.590952380952381,0.0482857142857143,0.139047619047619
23,0.122947368421053,0.0249473684210526,0.645789473684211,0.0546315789473684,0.151684210526316
24,0.118,0.0737,0.6105,0.0541,0.1437
25,0.157984953813922,0.0712313113036854,0.58099228644891,0.0513284449100086,0.138463003523474
26,0.128312831283128,0.0745074507450745,0.595659565956596,0.0545054505450545,0.147014701470147
27,0.1343,0.0767,0.5833,0.0578,0.1479
28,0.1906,0.0306,0.5671,0.0616,0.1501
29,0.2163,0.0297,0.5499,0.057,0.1471
30,0.211621162116212,0.029002900290029,0.555355535553555,0.0568056805680568,0.147214721472147
31,0.2003,0.0264,0.5675,0.0594,0.1464
32,0.2012,0.0261,0.5718,0.0569,0.144
33,0.194319431943194,0.0239023902390239,0.586458645864587,0.0533053305330533,0.142014201420142
34,0.203684210526316,0.0228421052631579,0.620842105263158,0.0291578947368421,0.123473684210526
35,0.232761904761905,0.0678095238095238,0.562,0.0261904761904762,0.111238095238095
36,0.24,0.066952380952381,0.558190476190476,0.0255238095238095,0.109333333333333
37,0.265308065898486,0.0682792115036663,0.555375678506809,0.0237120274259594,0.0873250166650795
38,0.2819,0.0747,0.5308,0.0235,0.0891
39,0.296970302969703,0.0232976702329767,0.58954104589541,0.0503949605039496,0.0397960203979602
40,0.274572542745725,0.0692930706929307,0.545445455454455,0.0225977402259774,0.0880911908809119
41,0.2802,0.0771,0.5764,0.0279,0.0384
42,0.274372562743726,0.13048695130487,0.575042495750425,0.0311968803119688,-0.0110988901109889
43,0.2959,0.0325,0.5775,0.1065,-0.0124
44,0.302730273027303,0.0781078107810781,0.522852285228523,0.11001100110011,-0.0137013701370137
45,0.3002300230023,0.0864086408640864,0.51015101510151,0.116311631163116,-0.0131013101310131
46,0.3034,0.0901,0.4994,0.1213,-0.0142
47,0.293365853658537,0.084780487804878,0.461560975609756,0.173268292682927,-0.0129756097560976
48,0.278535534816942,0.093426315249718,0.452979181622398,0.215362526920316,-0.0403035586093734
49,0.218564102564103,0.0950769230769231,0.484615384615385,0.218871794871795,-0.0171282051282051
50,0.2167,0.0849,0.4703,0.2466,-0.0185
51,0.262146341463415,0.0813658536585366,0.452,0.22,-0.0155121951219512
52,0.2781,0.0841,0.4277,0.2291,-0.019
53,0.251774822517748,0.0846915308469153,0.433256674332567,0.251674832516748,-0.0213978602139786
54,0.2547,0.0893,0.4112,0.2654,-0.0206
55,0.256,0.0815,0.4327,0.2508,-0.021
56,0.314146341463415,0.0831219512195122,0.406341463414634,0.218536585365854,-0.0221463414634146
57,0.347024390243902,0.0753170731707317,0.377853658536585,0.223707317073171,-0.0239024390243902
58,0.3567,0.0756,0.3559,0.2362,-0.0244
59,0.377737773777378,0.0718071807180718,0.338133813381338,0.233623362336234,-0.0213021302130213
60,0.345503025330735,0.0254332888934468,0.405394318531433,0.241923905240488,-0.018254537996103
61,0.3444,0.0748,0.3612,0.2392,-0.0196
62,0.396267049533381,0.0285098964208799,0.348477079273921,0.245205619936417,-0.0184596451645985
63,0.379809523809524,0.0739047619047619,0.328190476190476,0.189619047619048,0.0284761904761905
64,0.394460553944606,0.0346965303469653,0.344165583441656,0.194280571942806,0.0323967603239676
65,0.39,0.0796190476190476,0.315523809523809,0.183904761904762,0.030952380952381
66,0.4406,0.0847,0.3049,0.1385,0.0313
67,0.420340919912389,0.0858965812779735,0.289115322350252,0.173602514046281,0.0310446624131035
68,0.4137,0.044,0.3225,0.1863,0.0335
69,0.3958,0.0446,0.3321,0.1906,0.0369
70,0.438105263157895,0.039578947368421,0.339894736842105,0.143789473684211,0.0386315789473684
71,0.446518305814788,0.0457388985745052,0.329094451851092,0.138960106655728,0.0396882371038868
72,0.473157894736842,0.0414736842105263,0.314842105263158,0.141578947368421,0.0289473684210526
73,0.47984798479848,0.0887088708870887,0.279527952795279,0.123512351235124,0.0284028402840284
74,0.484342990927714,0.0919910252658277,0.277241244756609,0.117451955906741,0.028972783143108
75,0.493853658536585,0.0893658536585366,0.282146341463415,0.107219512195122,0.0274146341463415
76,0.502097765635672,0.0842033369109181,0.276417211435262,0.111620645916675,0.0256610401014733
77,0.521807005561518,0.0862523172992487,0.253878427163626,0.110059518001756,0.0280027319738511
78,0.521463414634146,0.0878048780487805,0.252682926829268,0.110536585365854,0.0275121951219512
79,0.512732949556054,0.0868377402673432,0.258561810908381,0.110937652453898,0.0309298468143233
80,0.486141537289266,0.0820078102676445,0.291456329174207,0.10981998285551,0.0305743404133727
81,0.509170731707317,0.083219512195122,0.264878048780488,0.110926829268293,0.0318048780487805
82,0.500390320062451,0.0815768930523029,0.273028883684621,0.112900078064012,0.032103825136612
83,0.501121841771535,0.0820407765096088,0.271583260169739,0.115305823822066,0.029948297727051
84,0.495619047619048,0.081047619047619,0.275428571428571,0.118666666666667,0.0292380952380952
85,0.531024390243902,0.0807804878048781,0.240487804878049,0.118731707317073,0.0289756097560976
86,0.531219512195122,0.0789268292682927,0.241170731707317,0.12,0.0286829268292683
87,0.506714925230974,0.0829602819316125,0.268120773406991,0.11248690351462,0.0297171159158015
88,0.531024390243902,0.083219512195122,0.241951219512195,0.115219512195122,0.0285853658536585
89,0.519414634146341,0.0841951219512195,0.249951219512195,0.117073170731707,0.0293658536585366
90,0.498857142857143,0.0808571428571429,0.27447619047619,0.117047619047619,0.0287619047619048
91,0.501073170731707,0.0783414634146341,0.274439024390244,0.117756097560976,0.028390243902439
92,0.475904761904762,0.0781904761904762,0.295714285714286,0.123714285714286,0.0264761904761905
93,0.494243902439024,0.083609756097561,0.270048780487805,0.124975609756098,0.0271219512195122
94,0.464952380952381,0.0816190476190476,0.299904761904762,0.125142857142857,0.0283809523809524
95,0.479569482807886,0.0779121821125821,0.287074959519954,0.12677397847414,0.0286693970854367
96,0.481664920468616,0.0739118011239166,0.291646823507001,0.124011810648633,0.0287646442518335
97,0.499609756097561,0.0771707317073171,0.264878048780488,0.130048780487805,0.0282926829268293
98,0.487317073170732,0.0828292682926829,0.260780487804878,0.140487804878049,0.0285853658536585
99,0.469346934693469,0.0896089608960896,0.258825882588259,0.151015101510151,0.0312031203120312
100,0.424040384798552,0.0866749214210877,0.264501381083913,0.194875702447852,0.0299076102485951
101,0.3943,0.0444,0.3066,0.2217,0.033
102,0.426947368421053,0.0408421052631579,0.315684210526316,0.183684210526316,0.0328421052631579
103,0.416,0.0916,0.298,0.164,0.0304
104,0.385904761904762,0.0933333333333333,0.282,0.208380952380952,0.0303809523809524
105,0.379274216592056,0.0964853795599581,0.278407467377845,0.214020382893609,0.0318125535765311
106,0.372037203720372,0.105610561056106,0.267626762676268,0.22022202220222,0.0345034503450345
107,0.391647965655186,0.104693140794224,0.308517904185774,0.160893745731291,0.0342472436335252
108,0.4177,0.106,0.2796,0.1654,0.0313
109,0.397170731707317,0.110731707317073,0.3,0.161365853658537,0.0307317073170732
110,0.404350795044386,0.108282118817676,0.301531557896791,0.15598478197249,0.0298507462686567
111,0.402634146341463,0.108292682926829,0.303609756097561,0.155024390243902,0.0304390243902439
112,0.3975,0.1099,0.3018,0.1596,0.0312
113,0.386438643864386,0.107810781078108,0.321432143214321,0.101410141014101,0.0829082908290829
114,0.37441661110582,0.100390513382227,0.301743023145061,0.143537479759977,0.0799123726069149
115,0.359164083591641,0.0535946405359464,0.324267573242676,0.154384561543846,0.108589141085891
116,0.291904761904762,0.0964761904761905,0.33952380952381,0.142666666666667,0.129428571428571
117,0.264631578947368,0.114315789473684,0.373263157894737,0.104210526315789,0.143578947368421
118,0.27875890330764,0.183042248024197,0.330471265489316,0.099229193092009,0.108498390086838
119,0.310358974358974,0.167179487179487,0.329846153846154,0.104615384615385,0.088
120,0.310568943105689,0.158084191580842,0.321967803219678,0.0976902309769023,0.111688831116888
