295,-0.05,0,-0.05,0.075,0.075
296,-0.05,0,-0.075,0.05,0.075
297,-0.05,0,-0.075,0.05,0.075
298,-0.05,0,-0.05,0.075,0.075
299,-0.05,0,-0.05,0.075,0.075
300,-0.05,0,-0.075,0.075,0.075
301,0,0,-0.075,0.075,0.05
302,0,0,-0.075,0.075,0.05
303,0,0,-0.075,0.075,0.05
304,0,0,-0.075,0.075,0.05
305,-0.05,0,-0.075,0.075,0.05
306,-0.05,0,-0.075,0.075,0.05
307,-0.05,0,-0.075,0.075,0.05
308,-0.05,0,-0.075,0.075,0.05
309,-0.05,0,-0.075,0.075,0.05
310,-0.05,0,-0.05,0.075,0.05
311,-0.05,0,-0.075,0.075,0.05
312,-0.05,0,-0.075,0.075,0.05
313,-0.05,0,-0.05,0.075,0.05
314,-0.05,0,-0.075,0.075,0.05
315,-0.05,0,-0.075,0.075,0.05
316,-0.05,0,-0.05,0.075,0
317,-0.05,0,-0.075,0.075,0.05
318,-0.05,0,-0.075,0.075,0.05
319,-0.05,0,-0.075,0.075,0.05
320,-0.05,0,-0.075,0.075,0.05
321,-0.075,0,-0.05,0.075,0.05
322,-0.075,0,-0.05,0.075,0.05
323,-0.075,0,0,0.075,0
324,-0.05,0,-0.05,0.075,0.075
325,-0.05,-0.05,-0.05,0.075,0.05
326,-0.05,-0.05,-0.05,0.075,0.075
327,-0.05,-0.05,-0.05,0.075,0.075
328,-0.075,0,0,0.075,0.05
329,-0.075,-0.05,0,0.05,0.075
330,-0.05,-0.05,0,0.05,0.075
331,-0.05,-0.05,0,0.05,0.075
332,-0.075,-0.05,-0.05,0.05,0.075
333,-0.075,-0.05,-0.05,0.075,0.075
334,-0.075,-0.05,-0.05,0.075,0.075
335,-0.075,0,-0.05,0.05,0.075
336,-0.075,0,0,0.05,0.075
337,-0.075,0,0,0.05,0.075
338,-0.075,0,0,0.05,0.075
339,-0.075,-0.05,0,0,0.075
340,-0.075,0,0,0,0.075
341,-0.075,0,0,0,0.075
342,-0.075,0,0,0,0.1
343,-0.075,0,-0.05,0,0.1
344,-0.075,0,-0.05,0,0.075
345,-0.075,0,-0.05,0,0.1
346,-0.075,0,-0.05,0,0.075
347,-0.075,0,-0.05,0,0.075
348,-0.075,0,-0.05,0,0.1
349,-0.075,0,0,0,0.1
350,-0.075,0,0,0,0.1
351,-0.075,0,0,0,0.075
352,-0.075,0,0,0,0.075
353,-0.075,0,0,0,0.075
354,-0.075,0,0,0,0.1
355,-0.075,0,0,0,0.1
356,-0.075,0,0,0,0.1
357,-0.075,0,0,0,0.1
358,-0.05,0,0,0,0.1
359,-0.075,0,0,0,0.1
360,-0.075,0,0,0,0.075
361,-0.075,0,0.05,-0.05,0.075
