Date,AUSTRUS,CDNDLUS,JAPYNUS/100,NEWZDUS,SWISFUS,BRITPUS,INDNRUS/100,INDONUS/1000,SKORWUS,NORGKUS,PHILPUS,SWEDKUS,TAIWDUS,SINGDUS,THAIBUS,TURKLUS,SARFNUS,CHILPUS,MALAYUS,US$CWMN,CHINYUS,HKDOLUS,DANKRUS,BOEUSA$
1/31/1986,0.714,0.703,0.0052,0.534,0.4936,1.4122,0.08117,0.0009,0.00112,0.1344,0.05248,0.133,0.0253,0.4679,0.03746,1700,0.34,0.0055,0.406,118.5119,0.3131,0.1282,0.1136,132.21
2/28/1986,0.6992,0.7027,0.005551,0.5245,0.5308,1.439,0.0815,0.0009,0.00113,0.1432,0.04535,0.1398,0.02554,0.4646,0.03792,1700,0.37,0.0055,0.4014,113.6627,0.3125,0.1282,0.1224,126.34
3/31/1986,0.715,0.7158,0.005629,0.535,0.5131,1.482,0.08137,0.0009,0.00113,0.137,0.04819,0.1362,0.02568,0.4608,0.038,1540,0.32,0.0054,0.389,114.0194,0.3122,0.1279,0.1166,127.06
4/30/1986,0.7407,0.7272,0.005968,0.583,0.5516,1.5475,0.08143,0.0009,0.00113,0.1442,0.04883,0.1427,0.02593,0.4566,0.0381,1500,0.31,0.0053,0.389,108.4014,0.3018,0.1284,0.1248,120.67
5/30/1986,0.7145,0.7249,0.005737,0.563,0.5176,1.475,0.07843,0.0009,0.00113,0.128,0.04876,0.1356,0.02608,0.4467,0.03798,1468,0.2513,0.0053,0.379,113.0405,0.3012,0.1281,0.1164,125.8
6/30/1986,0.6737,0.7216,0.006121,0.5515,0.5602,1.54,0.07962,0.0008834,0.00113,0.1332,0.04866,0.1406,0.02625,0.4571,0.03797,1480,0.235,0.005227,0.3813,108.8562,0.3135,0.1281,0.1227,120.87
7/31/1986,0.596,0.7257,0.006508,0.5225,0.5984,1.4925,0.07937,0.0009,0.00113,0.1351,0.0488,0.1435,0.02627,0.4601,0.03833,1463,0.189,0.0052,0.382,105.7445,0.27,0.1281,0.1269,117.21
8/29/1986,0.6095,0.7212,0.006502,0.489,0.6112,1.4795,0.07955,0.0009,0.00114,0.1372,0.04895,0.1451,0.02649,0.4647,0.03846,1475,0.2025,0.0053,0.385,105.2143,0.2707,0.1281,0.1298,116.77
9/30/1986,0.6284,0.7204,0.00648,0.4895,0.6073,1.448,0.08,0.00061,0.00114,0.1357,0.0488,0.1447,0.0272,0.4608,0.03834,1420,0.23,0.005131,0.3813,105.3153,0.2691,0.1282,0.1307,116.8
10/31/1986,0.6417,0.7196,0.006126,0.5085,0.5843,1.4065,0.07698,0.0006,0.00114,0.1328,0.04895,0.1423,0.02736,0.4556,0.03835,1392,0.205,0.0051,0.381,108.0315,0.2692,0.1282,0.1287,119.94
11/28/1986,0.6508,0.7225,0.006179,0.513,0.6094,1.4365,0.07626,0.0006,0.00115,0.1331,0.04892,0.1455,0.02746,0.4558,0.03811,1334,0.2163,0.005,0.384,105.9482,0.2693,0.1285,0.1341,117.63
12/31/1986,0.6655,0.7241,0.006329,0.532,0.6223,1.483,0.07612,0.0006,0.00116,0.1358,0.048614,0.1481,0.028019,0.4614,0.038197,1319.5,0.2168,0.005,0.385,104.0285,0.2693,0.1284,0.1361,115.43
1/30/1987,0.6622,0.7474,0.006515,0.54,0.6481,1.5135,0.07704,0.0006146,0.00117,0.1422,0.04895,0.1531,0.02846,0.4684,0.03861,1333,0.225,0.004927,0.3953,100.7167,0.2687,0.1289,0.1442,111.61
2/27/1987,0.6805,0.7507,0.006525,0.5625,0.6485,1.555,0.07678,0.0006,0.00117,0.1434,0.04871,0.155,0.02857,0.4683,0.03861,1307,0.25,0.0048,0.397,100.1421,0.2693,0.12825,0.1459,111.08
3/31/1987,0.7062,0.7666,0.006859,0.571,0.6631,1.6075,0.07722,0.0006,0.00118,0.1466,0.04866,0.1582,0.0291,0.4686,0.03876,1288,0.344,0.0048,0.399,97.215,0.2693,0.1282,0.1468,108.14
4/30/1987,0.702,0.7476,0.007107,0.58,0.681,1.6615,0.07893,0.0006,0.00119,0.1493,0.04876,0.1597,0.03032,0.4712,0.03896,1260,0.3225,0.0047,0.404,96.401,0.2687,0.1281,0.148,106.84
5/29/1987,0.7123,0.7471,0.006952,0.5765,0.6623,1.6295,0.07794,0.000609,0.00121,0.1486,0.04883,0.1575,0.03186,0.4718,0.03909,1239,0.3,0.004649,0.4003,97.7714,0.2687,0.128,0.1459,108.45
6/30/1987,0.7211,0.7515,0.006812,0.594,0.6605,1.6175,0.07764,0.0006,0.00123,0.1493,0.0489,0.1567,0.03223,0.4719,0.03871,1178,0.29,0.0046,0.396,98.2825,0.2686,0.1281,0.1445,109.16
7/31/1987,0.6988,0.7533,0.006669,0.5706,0.6499,1.5915,0.07616,0.0006,0.00124,0.1472,0.04895,0.1544,0.03244,0.4739,0.03854,1139,0.3075,0.0045,0.394,99.5724,0.2687,0.1281,0.1417,110.51
8/31/1987,0.7146,0.7575,0.007021,0.6073,0.6682,1.631,0.07663,0.0006,0.00124,0.1504,0.04892,0.1571,0.03327,0.4751,0.03887,1121,0.2925,0.0045,0.398,96.6803,0.2687,0.1281,0.1435,107.49
9/30/1987,0.7085,0.7634,0.006829,0.6455,0.6515,1.6255,0.0761,0.0006,0.00124,0.1488,0.04854,0.1552,0.03329,0.4789,0.03882,1085,0.3,0.0044,0.395,98.0353,0.2687,0.1282,0.1414,108.63
10/30/1987,0.6725,0.76,0.007233,0.595,0.6991,1.7235,0.07675,0.0006,0.00124,0.153,0.04739,0.1616,0.03341,0.4832,0.03882,1049,0.285,0.0044,0.398,94.2983,0.2681,0.1281,0.1496,104.54
11/30/1987,0.7057,0.7637,0.007576,0.6495,0.746,1.831,0.07746,0.0006,0.00125,0.1569,0.04739,0.1681,0.034,0.4941,0.03926,1032,0.34,0.0043,0.402,90.7084,0.2696,0.1287,0.1581,100.41
12/31/1987,0.7225,0.7695,0.008264,0.66,0.788,1.887,0.07704,0.0006,0.00126,0.1605,0.04824,0.1736,0.03509,0.502,0.03969,1012,0.3225,0.0043,0.401,86.7087,0.2687,0.129,0.1652,95.97
1/29/1988,0.7105,0.7843,0.007817,0.66,0.731,1.766,0.07651,0.0006,0.00127,0.1569,0.04796,0.1661,0.03501,0.4988,0.03963,913.8997,0.35,0.0041,0.393,90.0553,0.2687,0.1288,0.1559,99.83
2/29/1988,0.719,0.7943,0.0078,0.6655,0.7192,1.7745,0.07645,0.0006,0.00131,0.1575,0.04761,0.1671,0.035,0.4968,0.03956,871.4993,0.3678,0.0041,0.387,90.0649,0.2687,0.1282,0.155,99.88
3/31/1988,0.7424,0.8101,0.008074,0.6655,0.7334,1.891,0.07651,0.0006,0.00133,0.1605,0.04755,0.1706,0.03498,0.5003,0.03967,823.4995,0.3623,0.0041,0.39,87.5322,0.2687,0.1282,0.1573,97.18
4/29/1988,0.7585,0.8137,0.007992,0.673,0.7161,1.876,0.07541,0.0005999,0.00135,0.1625,0.04748,0.1706,0.03497,0.5,0.03981,795.3997,0.346,0.00408,0.3887,87.9404,0.2687,0.1279,0.1555,97.66
5/31/1988,0.8053,0.8111,0.007994,0.6946,0.6923,1.837,0.07412,0.0005977,0.00136,0.1595,0.04758,0.1669,0.035,0.4952,0.03976,761,0.3378,0.00406,0.3866,88.9839,0.2687,0.128,0.1518,98.82
6/30/1988,0.797,0.8245,0.007513,0.675,0.6651,1.712,0.07102,0.0005942,0.00137,0.1505,0.04765,0.1592,0.03467,0.4885,0.03949,731.6995,0.2911,0.004053,0.3833,92.5257,0.2687,0.1282,0.1447,103.05
7/29/1988,0.8022,0.8264,0.007573,0.673,0.64,1.7105,0.07112,0.0005924,0.00138,0.1471,0.04776,0.1557,0.03499,0.4902,0.03935,702.5999,0.2873,0.004055,0.3796,93.2583,0.2687,0.1281,0.1402,103.66
8/31/1988,0.8035,0.8071,0.007326,0.6045,0.6309,1.6855,0.0696,0.0005903,0.00139,0.1446,0.04766,0.1544,0.03472,0.4891,0.03923,649.6997,0.277,0.004053,0.3735,94.8793,0.2687,0.1281,0.1387,105.03
9/30/1988,0.7835,0.8217,0.007479,0.613,0.6315,1.6905,0.06901,0.0006,0.0014,0.1447,0.04854,0.156,0.03457,0.4904,0.03918,608,0.245,0.0041,0.373,93.8293,0.2686,0.1282,0.1394,104.69
10/31/1988,0.8203,0.8186,0.007961,0.626,0.6637,1.765,0.067294,0.0005837,0.00142,0.1504,0.048309,0.1615,0.0351123,0.5009,0.0397298,596.5996,0.2469,0.004045,0.37446,90.1479,0.2685,0.128,0.1451,100.16
11/30/1988,0.8762,0.8421,0.008227,0.655,0.6896,1.8505,0.0668,0.0005827,0.00145,0.1545,0.048309,0.1663,0.03558,0.5136,0.03992,567.5996,0.2677,0.00408,0.3734,87.4363,0.2689,0.1281,0.15,97.45
12/31/1988,0.854,0.8382,0.008001,0.6295,0.666,1.8085,0.066578,0.0005797,0.00146,0.1526,0.048309,0.1634,0.03547,0.5138,0.039698,553.8997,0.2591,0.0040073,0.369,89.0457,0.268672,0.128,0.1458,99.1
1/31/1989,0.8887,0.8442,0.007671,0.6025,0.625,1.7515,0.065963,0.0005783,0.00147,0.1478,0.04852,0.1572,0.03616,0.5175,0.039385,538.9995,0.2551,0.004082,0.3665,91.745,0.2687,0.1282,0.137,102.04
2/28/1989,0.801,0.834,0.007883,0.6205,0.6425,1.7445,0.065317,0.0005777,0.00149,0.1494,0.048309,0.1592,0.03603,0.5175,0.039525,523.4995,0.2525,0.0040733,0.36569,90.8016,0.268622,0.128196,0.1408,100.98
3/31/1989,0.8185,0.8385,0.007541,0.6145,0.6024,1.6875,0.064391,0.0005743,0.00149,0.1454,0.048309,0.1554,0.03676,0.5102,0.03937,505.7998,0.2392,0.0039215,0.36363,93.296,0.268672,0.12841,0.1357,103.92
4/28/1989,0.794,0.8435,0.00753,0.6165,0.5977,1.69,0.063492,0.000574,0.0015,0.1465,0.048076,0.1567,0.03716,0.5138,0.039292,489.8997,0.2392,0.003967,0.37174,92.9974,0.2687,0.1285,0.1368,103.42
5/31/1989,0.752,0.8295,0.007032,0.587,0.5861,1.574,0.061614,0.0005685,0.0015,0.1398,0.047846,0.15,0.03861,0.512,0.038535,482.2996,0.2378,0.0039525,0.3714,97.583,0.268622,0.128592,0.1299,108.74
6/30/1989,0.7561,0.8357,0.006961,0.5727,0.597,1.553,0.060901,0.0005691,0.00152,0.1403,0.047619,0.1506,0.039032,0.5089,0.038759,474.0994,0.2503,0.0038998,0.37037,97.5504,0.26871,0.128287,0.1316,108.56
7/31/1989,0.76,0.847,0.007304,0.587,0.6224,1.6645,0.06105,0.0005665,0.00152,0.1461,0.047058,0.1569,0.039262,0.5128,0.038986,469.7,0.2392,0.0036476,0.3759,93.6028,0.268716,0.128122,0.1381,104.26
8/31/1989,0.7635,0.8478,0.006891,0.5939,0.5891,1.568,0.060205,0.0005633,0.00149,0.1396,0.046948,0.1506,0.039215,0.5082,0.038669,456.5999,0.2358,0.003787,0.3713,96.9841,0.268716,0.128061,0.1308,107.96
9/29/1989,0.776,0.8494,0.007189,0.5905,0.6165,1.6195,0.060205,0.0005636,0.0015,0.1447,0.046838,0.1556,0.039215,0.5104,0.038789,448.3997,0.2538,0.0037503,0.3719,94.5714,0.268672,0.128139,0.1367,105.13
10/31/1989,0.7815,0.8514,0.006998,0.588,0.619,1.5815,0.059453,0.0005599,0.00149,0.1451,0.046728,0.156,0.03891,0.5112,0.038895,440.0996,0.2503,0.0036972,0.3709,94.8221,0.268665,0.12804,0.1399,105.43
11/30/1989,0.7846,0.8587,0.007,0.59,0.6281,1.571,0.059207,0.0005611,0.00148,0.1467,0.04651,0.15676,0.03855,0.5142,0.03892,436.9998,0.2544,0.003623,0.3702,93.8116,0.268716,0.128,0.1443,104.46
12/31/1989,0.7899,0.8635,0.006956,0.594,0.6485,1.614,0.05938,0.0005605,0.00148,0.1517,0.04593,0.161,0.038387,0.5263,0.03904,436.0996,0.2812,0.0034,0.3705,92.1973,0.211801,0.12812,0.1519,102.55
1/31/1990,0.7703,0.8428,0.006925,0.6005,0.6667,1.679,0.05921,0.0005574,0.00146,0.1534,0.04598,0.1637,0.03827,0.5368,0.03914,429.6995,0.2949,0.003494,0.3706,92.3441,0.211793,0.12802,0.1536,102.58
2/28/1990,0.76,0.8386,0.006714,0.588,0.6673,1.6795,0.05903,0.0005553,0.00145,0.153,0.04593,0.1636,0.038535,0.5359,0.039,421.1997,0.2729,0.003534,0.37,93.215,0.211752,0.12807,0.1528,103.67
3/30/1990,0.7547,0.8549,0.006321,0.58,0.6676,1.6475,0.05834,0.0005525,0.00145,0.1524,0.04545,0.1638,0.037878,0.5306,0.03868,408.9995,0.2439,0.003503,0.3667,94.4002,0.21164,0.12807,0.1548,105.3
4/30/1990,0.7515,0.8584,0.006295,0.5765,0.6897,1.642,0.0578,0.000551,0.00143,0.1532,0.04525,0.1626,0.038212,0.5326,0.03846,400.4998,0.2451,0.003483,0.3683,94.2117,0.21182,0.12837,0.1564,105.01
5/31/1990,0.7677,0.8535,0.006569,0.577,0.6988,1.6775,0.0578,0.0005491,0.00142,0.1535,0.04494,0.1631,0.036873,0.5397,0.03896,390.8997,0.2594,0.003397,0.37,93.398,0.211752,0.12852,0.1546,103.95
6/29/1990,0.7928,0.8593,0.006577,0.5885,0.7067,1.749,0.0576,0.000542,0.00141,0.1565,0.04454,0.1658,0.036765,0.5435,0.03887,382.3997,0.2439,0.003507,0.369,92.0909,0.211752,0.12841,0.1582,102.66
7/31/1990,0.7947,0.8681,0.006859,0.5925,0.7438,1.865,0.05767,0.00054,0.0014,0.1629,0.0432,0.1722,0.037341,0.5537,0.03915,378.3994,0.2591,0.003474,0.3709,88.6981,0.211752,0.12881,0.1653,99
8/31/1990,0.814,0.8645,0.006942,0.6155,0.7628,1.891,0.05784,0.0005382,0.0014,0.1641,0.04141,0.1728,0.037188,0.5669,0.03929,375.4998,0.2584,0.003276,0.372,87.9281,0.211752,0.12883,0.1653,98.11
9/28/1990,0.8265,0.8651,0.00722,0.6155,0.7707,1.875,0.05571,0.000542,0.0014,0.1649,0.04032,0.1734,0.037313,0.5669,0.0396,368.6997,0.2574,0.003487,0.3704,86.9195,0.211864,0.12883,0.1673,96.81
10/31/1990,0.7833,0.8569,0.007692,0.6155,0.7788,1.947,0.05513,0.0005353,0.0014,0.1697,0.04024,0.1776,0.037341,0.5865,0.03989,364,0.2688,0.003348,0.3704,84.5614,0.211864,0.12828,0.1727,93.93
11/30/1990,0.7745,0.8576,0.007541,0.61,0.7828,1.942,0.05534,0.0005353,0.0014,0.1708,0.03704,0.1783,0.037383,0.5806,0.03998,359.2996,0.2882,0.003113,0.3699,84.9262,0.191205,0.12819,0.1741,94.6
12/31/1990,0.7725,0.8621,0.007364,0.588,0.7846,1.93,0.0551,0.0005294,0.0014,0.17,0.03677,0.1775,0.037558,0.5762,0.03953,345.0996,0.2937,0.00306,0.3706,85.3782,0.191205,0.12823,0.173,94.97
1/31/1991,0.7824,0.8604,0.007624,0.5995,0.7957,1.9675,0.05423,0.0005305,0.00139,0.1715,0.03676,0.1798,0.037558,0.5794,0.03976,331.9995,0.3017,0.003056,0.3711,84.0369,0.191205,0.12834,0.176,93.7
2/28/1991,0.7855,0.8696,0.007516,0.5995,0.7541,1.9105,0.05233,0.0005305,0.00139,0.1677,0.03676,0.1762,0.037467,0.5785,0.03967,303.2996,0.3115,0.003053,0.3674,85.2172,0.191205,0.12835,0.1707,94.73
3/29/1991,0.7735,0.8621,0.007166,0.5862,0.6862,1.7385,0.05163,0.0005222,0.00138,0.1502,0.03676,0.1621,0.036536,0.5587,0.03923,274.6995,0.306,0.002895,0.3617,90.6321,0.191494,0.12832,0.1524,101.34
4/30/1991,0.782,0.8673,0.007342,0.589,0.6932,1.731,0.04943,0.0005222,0.00138,0.1502,0.0369,0.1633,0.037175,0.5674,0.03894,255.5996,0.2985,0.003042,0.3625,90.0887,0.189226,0.1283,0.1531,100.35
5/31/1991,0.761,0.8737,0.007233,0.5828,0.6741,1.698,0.04826,0.0005144,0.00138,0.1472,0.0369,0.1601,0.037175,0.5658,0.03906,249.3998,0.3066,0.003018,0.3626,90.9992,0.188235,0.1292,0.1494,101.05
6/28/1991,0.7665,0.8757,0.007265,0.5765,0.6437,1.624,0.0473,0.0005131,0.00138,0.1418,0.03697,0.1529,0.037272,0.5656,0.03883,234.6998,0.302,0.002967,0.3588,92.5918,0.186829,0.12877,0.143,102.91
7/31/1991,0.779,0.8688,0.007279,0.5707,0.6566,1.6865,0.03882,0.0005115,0.00137,0.1469,0.03724,0.1581,0.03758,0.5736,0.03894,229.7997,0.3106,0.002959,0.3589,91.2174,0.187017,0.12888,0.1482,101.54
8/30/1991,0.7845,0.8759,0.00731,0.5745,0.6566,1.68,0.03857,0.0005097,0.00137,0.1464,0.0381,0.1578,0.03785,0.5819,0.0389,219.9998,0.3095,0.00292,0.3594,90.9433,0.187017,0.12887,0.1483,101.28
9/30/1991,0.799,0.8838,0.007527,0.567,0.6897,1.751,0.03883,0.0005079,0.00135,0.1536,0.0381,0.1647,0.038168,0.5935,0.03914,212.2996,0.3185,0.002899,0.3652,88.0862,0.185995,0.12917,0.1558,98.06
10/31/1991,0.7875,0.8901,0.007645,0.558,0.681,1.739,0.03876,0.0005061,0.00133,0.1526,0.03774,0.1629,0.038462,0.5922,0.03909,205.0996,0.32,0.00286,0.3638,87.7238,0.185874,0.12864,0.1541,97.73
11/29/1991,0.7845,0.8813,0.007701,0.5615,0.6974,1.7678,0.03883,0.0005051,0.00133,0.1564,0.03839,0.1681,0.03882,0.5997,0.03937,195.2997,0.3266,0.002715,0.3633,87.0921,0.185642,0.1285,0.1585,96.85
12/31/1991,0.76,0.8654,0.008013,0.54,0.7372,1.8695,0.03876,0.000504,0.00132,0.1676,0.03824,0.1807,0.039216,0.6171,0.03992,198.9999,0.3153,0.002743,0.3676,84.1496,0.185185,0.12858,0.1694,93.46
1/31/1992,0.7505,0.8514,0.007949,0.5405,0.6969,1.786,0.03855,0.0004999,0.00131,0.158,0.03899,0.1707,0.04,0.6105,0.03943,185.2997,0.2942,0.002894,0.3806,86.5415,0.183486,0.12884,0.16,95.95
2/28/1992,0.7537,0.8453,0.007727,0.5469,0.672,1.7555,0.0382,0.0004975,0.00133,0.1551,0.03934,0.1682,0.040323,0.6086,0.03918,172.6998,0.26,0.002958,0.3865,88.0975,0.18315,0.12892,0.1568,97.88
3/31/1992,0.77,0.8409,0.007533,0.547,0.6669,1.736,0.03514,0.0004971,0.00129,0.155,0.04124,0.1676,0.039643,0.604,0.03905,161.7996,0.2865,0.00294,0.3874,89.2253,0.182899,0.12923,0.1568,99.31
4/30/1992,0.7573,0.8387,0.007505,0.5378,0.6614,1.7764,0.03529,0.0004962,0.00126,0.1553,0.04016,0.168,0.040083,0.603,0.03897,153.2999,0.2907,0.002972,0.396,89.3241,0.181192,0.1289,0.1566,99.43
5/29/1992,0.7572,0.8315,0.007834,0.5355,0.6866,1.8295,0.03539,0.0004937,0.00125,0.1596,0.03922,0.1727,0.040599,0.6142,0.03926,146.8998,0.289,0.002965,0.3984,87.2515,0.181984,0.12913,0.1616,96.84
6/30/1992,0.7484,0.834,0.007951,0.5447,0.7275,1.9035,0.03514,0.0004925,0.00127,0.1675,0.04032,0.1816,0.041028,0.6183,0.03953,147,0.2639,0.002871,0.3993,84.9416,0.182815,0.12937,0.1707,94.33
7/31/1992,0.7442,0.8458,0.007868,0.5453,0.7584,1.9265,0.03565,0.0004927,0.00127,0.1724,0.0409,0.1867,0.040502,0.62,0.03945,143.7999,0.2591,0.002831,0.3999,84.1145,0.182815,0.1293,0.1762,93.22
8/31/1992,0.7155,0.8368,0.008133,0.539,0.8013,1.9885,0.03536,0.0004929,0.00127,0.18,0.04415,0.195,0.040274,0.6257,0.03978,144.8998,0.2646,0.002754,0.4012,81.8608,0.184003,0.12939,0.1843,90.99
9/30/1992,0.713,0.8019,0.008333,0.537,0.8094,1.7775,0.03552,0.0004895,0.00125,0.1743,0.04082,0.1886,0.040128,0.6285,0.03959,139.1997,0.2445,0.002737,0.401,83.9517,0.180112,0.12947,0.1827,93.06
10/30/1992,0.6952,0.806,0.008106,0.5247,0.728,1.557,0.03556,0.0004903,0.00128,0.1591,0.04167,0.1722,0.039825,0.6169,0.03953,129.2997,0.2281,0.002761,0.3986,88.1263,0.181028,0.12937,0.1689,97.66
11/30/1992,0.6823,0.7768,0.008021,0.5115,0.6974,1.516,0.03549,0.0004854,0.00127,0.1549,0.04032,0.1463,0.03929,0.6116,0.0392,121.6996,0.2066,0.002707,0.3947,90.8709,0.181028,0.12919,0.1623,100.68
12/31/1992,0.6878,0.7865,0.008012,0.5145,0.6823,1.5145,0.03487,0.0004846,0.00127,0.1442,0.04237,0.1413,0.039729,0.6098,0.03923,117.0998,0.2062,0.002699,0.3824,91.3742,0.171233,0.12916,0.159,101.24
1/29/1993,0.68,0.7891,0.008026,0.5165,0.672,1.486,0.03479,0.0004853,0.00126,0.1461,0.04032,0.137,0.039651,0.6075,0.03925,114.7999,0.2128,0.00267,0.3815,91.5771,0.171233,0.12932,0.161,101.4
2/26/1993,0.6957,0.798,0.008524,0.523,0.659,1.4305,0.03338,0.0004859,0.00126,0.1433,0.04032,0.1277,0.039063,0.6086,0.03936,110.7999,0.2208,0.002645,0.3801,90.9603,0.171233,0.1293,0.1593,100.82
3/31/1993,0.7053,0.7947,0.008707,0.5353,0.6715,1.513,0.03232,0.0004826,0.00126,0.1462,0.04008,0.1296,0.038685,0.6103,0.03942,104.3999,0.2208,0.002576,0.3859,89.3831,0.174856,0.12935,0.1619,99
4/30/1993,0.7055,0.7868,0.009005,0.5423,0.6983,1.5725,0.03214,0.0004836,0.00126,0.1491,0.03883,0.1367,0.039108,0.62,0.03976,104.5996,0.2191,0.002553,0.3897,87.7656,0.174856,0.12937,0.1641,97.07
5/31/1993,0.6865,0.7867,0.009324,0.5435,0.7052,1.5625,0.03218,0.0004811,0.00125,0.1485,0.03788,0.1396,0.0387,0.6227,0.03961,100.3998,0.2167,0.002546,0.3912,86.8859,0.174856,0.12947,0.1646,95.98
6/30/1993,0.6667,0.7801,0.009337,0.537,0.6601,1.4915,0.03211,0.0004782,0.00124,0.1386,0.03738,0.1292,0.038285,0.6156,0.03962,92.89989,0.2125,0.002561,0.3889,89.3492,0.174856,0.12916,0.1523,98.51
7/30/1993,0.6898,0.7781,0.009542,0.5531,0.6566,1.486,0.03212,0.0004785,0.00124,0.1342,0.0365,0.1213,0.037495,0.618,0.03953,88.29961,0.223,0.002546,0.3899,89.9627,0.174856,0.12893,0.1476,99.56
8/31/1993,0.6733,0.758,0.009557,0.5534,0.6764,1.49,0.0321,0.0004756,0.00124,0.1374,0.03619,0.1224,0.037509,0.6229,0.03978,85.59972,0.2128,0.002521,0.3926,89.804,0.174856,0.12907,0.1455,99.24
9/30/1993,0.6447,0.7496,0.009433,0.5504,0.7018,1.4964,0.03212,0.0004754,0.00124,0.1401,0.0354,0.1233,0.037214,0.6321,0.03963,82.29958,0.243,0.002447,0.3925,89.7868,0.174856,0.12931,0.1516,98.9
10/29/1993,0.667,0.7572,0.009217,0.5541,0.67,1.4815,0.03212,0.0004757,0.00124,0.1358,0.03454,0.1221,0.037608,0.6303,0.03946,77.49953,0.2385,0.002501,0.3912,90.8021,0.173241,0.1294,0.14763,100.38
11/30/1993,0.6587,0.7489,0.00918,0.5467,0.6671,1.485,0.03212,0.0004757,0.00124,0.134,0.03659,0.1179,0.037523,0.625,0.03932,72.89973,0.2245,0.002453,0.3909,91.9711,0.172697,0.12945,0.1473,101.76
12/31/1993,0.6791,0.7554,0.00896,0.5598,0.6734,1.4795,0.03212,0.0004755,0.00124,0.133,0.03704,0.12,0.037936,0.624,0.03925,68.59981,0.2387,0.002406,0.3713,92.492,0.172102,0.12948,0.1475,102.33
1/31/1994,0.709,0.7515,0.009218,0.568,0.6873,1.5075,0.03212,0.0004728,0.00124,0.1344,0.03676,0.1272,0.037844,0.6279,0.03926,57.69962,0.227,0.002394,0.3611,91.3088,0.114943,0.12948,0.1489,101.29
2/28/1994,0.7133,0.7398,0.009569,0.5758,0.7015,1.486,0.03216,0.0004664,0.00124,0.1354,0.0367,0.1254,0.037756,0.6323,0.03954,53.7997,0.2125,0.0024,0.3668,90.2957,0.114882,0.12943,0.1499,99.91
3/31/1994,0.7014,0.7225,0.009753,0.5626,0.7082,1.485,0.03212,0.0004651,0.00124,0.1375,0.03683,0.1278,0.037874,0.6372,0.0396,44.79987,0.2036,0.002406,0.3741,89.8155,0.114929,0.12941,0.1521,99.3
4/29/1994,0.718,0.7233,0.009855,0.5774,0.7085,1.5195,0.03185,0.0004628,0.00124,0.1396,0.0367,0.1312,0.037864,0.6431,0.03965,29.29987,0.2167,0.002404,0.3734,89.3418,0.115063,0.12945,0.1544,98.35
5/31/1994,0.7375,0.723,0.009542,0.5945,0.7125,1.5105,0.03212,0.0004621,0.00124,0.14,0.03774,0.1281,0.036969,0.6517,0.03968,31.99977,0.2092,0.002425,0.3877,89.8269,0.114943,0.12943,0.1547,99.22
6/30/1994,0.7287,0.7228,0.01014999,0.595,0.7499,1.5435,0.03212,0.0004615,0.00124,0.1445,0.03772,0.1306,0.037168,0.6555,0.03995,32.19954,0.2107,0.002441,0.384,87.1415,0.115221,0.12937,0.1605,96.27
7/29/1994,0.74,0.7212,0.009985,0.6025,0.7454,1.5425,0.03212,0.0004613,0.00125,0.1447,0.0387,0.1288,0.037552,0.6619,0.03997,32.19954,0.2155,0.002427,0.3855,87.6312,0.115221,0.12945,0.1605,96.74
8/31/1994,0.7435,0.7313,0.009989,0.602,0.7505,1.5355,0.03211,0.0004606,0.00125,0.1443,0.03821,0.1292,0.038095,0.6667,0.03994,29.39998,0.2222,0.002445,0.3907,87.2981,0.115221,0.1294,0.1603,96.32
9/30/1994,0.74,0.7449,0.010096,0.6027,0.7763,1.5765,0.03212,0.00046,0.00125,0.1473,0.03942,0.1338,0.038175,0.6743,0.04011,29.39998,0.2342,0.002481,0.3901,85.7119,0.115221,0.12941,0.1643,94.56
10/31/1994,0.7423,0.7393,0.01032,0.6165,0.7959,1.6355,0.03211,0.0004606,0.00125,0.1529,0.04065,0.1396,0.038388,0.6812,0.04011,27.99974,0.2481,0.002501,0.3913,84.3366,0.115221,0.12942,0.1698,93.06
11/30/1994,0.7682,0.7266,0.010111,0.628,0.7527,1.5645,0.03212,0.0004596,0.00126,0.1464,0.04211,0.1327,0.038045,0.6828,0.03994,27.39998,0.243,0.002469,0.3913,86.7294,0.117504,0.12929,0.1627,95.77
12/31/1994,0.7756,0.7129,0.01004,0.6402,0.7644,1.565,0.03188,0.000455,0.00127,0.1479,0.04098,0.1345,0.03804,0.6859,0.03983,25.79996,0.2451,0.002493,0.3916,87.129,0.118396,0.12925,0.1644,96.13
1/31/1995,0.7566,0.7105,0.010033,0.6378,0.778,1.5795,0.03187,0.0004511,0.00127,0.1497,0.04073,0.1333,0.038038,0.6876,0.03989,24.6996,0.2437,0.002436,0.3912,86.8324,0.118506,0.1293,0.1662,95.45
2/28/1995,0.7395,0.7188,0.010341,0.6344,0.8079,1.5838,0.03182,0.0004512,0.00127,0.1547,0.03891,0.1362,0.037956,0.6898,0.0401,24.19994,0.2558,0.002436,0.3917,85.0448,0.118608,0.12934,0.1721,93.8
3/31/1995,0.7345,0.7147,0.01155299,0.6547,0.8842,1.621,0.03183,0.0004468,0.0013,0.1624,0.03861,0.1357,0.038466,0.7085,0.04061,23.8996,0.2785,0.00248,0.3954,81.4678,0.118675,0.12932,0.1837,88.96
