"Index","global_return","inter_return"
1977-12-31,NA,NA
1978-12-31,NA,NA
1979-12-31,NA,NA
1980-12-31,NA,NA
1981-12-31,0.0330484399,0.0330484399
1982-12-31,-0.0212414578107525,-0.0961442329668918
1983-12-31,0.0913950034080455,0.142751990542205
1984-12-31,0.0338115709501465,0.0292300927355243
1985-12-31,0.165319146496609,0.411015521401411
1986-12-31,0.159408956583028,0.442986368322286
1987-12-31,0.13761084293009,0.275398289121809
1988-12-31,0.0771817919719884,0.201365659524501
1989-12-31,0.0342338490756295,0.0108660031019686
1990-12-31,0.0647225989837859,-0.0134417225224162
1991-12-31,0.0468398937402368,-0.00196202642554399
1992-12-31,0.0746010118793701,0.00740631380214622
1993-12-31,0.128162397616442,0.243364693255891
1994-12-31,0.0313827629905473,0.0673641912920298
1995-12-31,0.0503927517802161,-0.0587973952190059
1996-12-31,0.108922255752106,0.0466749637672046
1997-12-31,0.0950097894167803,-0.0052939230688222
1998-12-31,0.114299379020095,0.0984263134152581
1999-12-31,-0.0257494812793381,-0.020404217476446
2000-12-31,0.233150407759768,0.160217870312351
2001-12-31,0.160728570881216,0.113997615596388
2002-12-31,0.155806559871614,0.223976568033773
2003-12-31,0.0392292409075731,0.132742256501411
2004-12-31,0.132375352844514,0.247597533164329
2005-12-31,0.0884938718828986,0.035816613611051
2006-12-31,0.0807228767589344,0.187024300999114
2007-12-31,0.0639249823251064,0.102678368107159
2008-12-31,0.0525056268220928,0.0279618230534623
2009-12-31,0.0726584267176756,0.157754964079385
2010-12-31,0.036696625798853,0.0220784905986575
2011-12-31,0.0276032098366007,-0.0759476330940238
