"Index","global_return","inter_return"
1977-12-31,NA,NA
1978-12-31,NA,NA
1979-12-31,-0.1267005531,-0.1267005531
1980-12-31,0.151709007791118,0.157748156314974
1981-12-31,0.0374355342070112,0.168643446197883
1982-12-31,-0.0115766861955202,-0.0692581298329564
1983-12-31,0.0468089575253216,0.0622383559062473
1984-12-31,0.0351764013873084,0.0364865876568421
1985-12-31,0.168549075334077,0.398677186926926
1986-12-31,0.194276552432373,0.566760846605264
1987-12-31,0.150022645255389,0.26855550217346
1988-12-31,0.0764799740893367,0.170698150403013
1989-12-31,0.0381353890907043,-0.0056501075613081
1990-12-31,0.0781274504977562,-0.0183361276635387
1991-12-31,0.0626011614035213,-0.00828876149786151
1992-12-31,0.0762364948776924,0.00280241885861814
1993-12-31,0.135545691449237,0.255711693749076
1994-12-31,0.036921225885422,0.085362556395388
1995-12-31,0.0599531575213199,-0.0626015793021612
1996-12-31,0.10104613220755,0.067105727546575
1997-12-31,0.0948215193513482,0.0114010250625525
1998-12-31,0.111491550134781,0.0943528353573707
1999-12-31,-0.0306333546337773,-0.0277779936535313
2000-12-31,0.22812408828749,0.145212226254565
2001-12-31,0.142970720764785,0.0738869851539793
2002-12-31,0.163275907781615,0.264873460223885
2003-12-31,0.0511695572628485,0.170937237204694
2004-12-31,0.123194601778029,0.224146777168589
2005-12-31,0.0967599504714586,0.0664367391766788
2006-12-31,0.0774634470813783,0.172790328843015
2007-12-31,0.0729747002719592,0.110225325329264
2008-12-31,0.0491013969407355,0.0163122664213594
2009-12-31,0.0772274270976896,0.152115081282816
2010-12-31,0.0424988109091287,0.0528042193928764
2011-12-31,0.0345461113133813,-0.0681073863021439
